Age,Gender,Weight (kg),protein_per_kg
42.05,Male,62.95,1.253693407466243
43.3,Male,83.51,1.339480301760268
23.07,Male,60.99,1.412854566322348
41.86,Female,85.42,1.318192460782018
49.61,Male,80.02,1.0473631592101975
29.92,Male,121.77,0.7932988420793299
38.81,Female,63.87,1.0558947862846406
52.49,Female,105.46,1.024179783804286
18.0,Male,82.25,1.3106382978723403
41.05,Female,64.89,1.795808290953922
40.89,Female,82.98,1.123403229693902
44.05,Female,66.15,1.2282690854119425
37.1,Female,73.0,1.1556164383561645
33.17,Female,78.28,1.7827031170158407
41.01,Female,61.78,1.429426999028812
55.66,Male,117.51,0.7055569738745638
38.2,Female,61.83,1.443312307941129
23.27,Female,67.7,1.901181683899557
24.23,Male,88.5,0.7964971751412429
29.63,Male,99.98,0.7726545309061812
30.81,Female,77.67,1.159392300759624
18.79,Male,73.16,0.906369600874795
33.97,Female,67.97,1.5827570987200237
19.9,Female,124.88,0.8955797565663037
33.5,Male,77.97,1.789790945235347
47.14,Male,66.04,1.7799818291944274
55.5,Male,64.12,1.90455396132252
58.33,Male,74.72,1.0107066381156316
30.62,Female,79.73,1.521259249968644
52.1,Female,70.68,1.2975382003395584
54.05,Male,73.21,1.2876656194508946
33.69,Female,64.29,1.289780681287914
30.03,Female,78.37,1.46522904172515
19.29,Female,72.9,0.9145404663923182
41.19,Male,62.33,1.001123054708808
31.01,Female,77.43,1.1549786904300658
32.31,Male,64.39,1.5295853393384065
38.01,Female,123.05,0.7526208858187728
48.84,Male,69.87,1.1700300558179475
33.78,Male,101.22,0.915234143449911
33.72,Male,74.11,1.5172041559843477
29.95,Male,77.9,1.4644415917843387
51.69,Male,117.03,0.801589336067675
51.86,Female,68.62,1.3376566598659283
45.92,Female,94.37,0.8381901027869025
33.81,Male,64.77,1.320673151150224
46.99,Female,81.65,1.1371708511941212
48.35,Female,115.33,0.9728604872973208
46.09,Male,108.88,0.9566495224099928
47.06,Female,84.91,1.1708868213402426
18.64,Male,64.79,1.4205895971600555
53.81,Female,116.33,0.8755265193845095
33.75,Female,67.81,2.529272968588704
27.57,Female,108.22,0.824339308815376
43.24,Male,82.51,0.7562719670342988
42.64,Male,80.96,1.578804347826087
48.89,Female,114.9,0.774586597040905
55.49,Female,67.75,1.5171955719557195
37.41,Female,70.75,1.0438162544169611
22.48,Male,107.93,1.0814416751598257
29.17,Female,121.25,0.8258144329896907
52.91,Female,67.83,1.4610054548135043
37.07,Female,70.63,1.4093161546085236
34.73,Female,63.71,1.5021189766127767
21.68,Male,71.26,1.3791748526522591
28.91,Male,80.56,1.206678252234359
45.63,Female,103.23,0.6366366366366366
41.15,Female,82.03,1.5299280750944777
48.57,Male,61.11,1.3010963835706104
33.56,Male,68.02,2.509261981770068
25.01,Male,66.75,1.6280149812734082
38.01,Male,81.89,1.0006105751618024
28.95,Female,86.77,0.8980062233490839
52.15,Male,85.57,1.002337267734019
18.21,Female,61.03,1.3237751925282648
33.23,Male,78.79,0.9072217286457672
52.56,Male,104.83,1.1048364017933796
21.9,Female,88.29,1.8075659757616944
19.25,Female,111.09,0.5408227563237015
31.29,Female,60.23,1.7247218993856883
19.93,Male,75.99,1.3270167127253587
28.1,Male,79.2,1.056439393939394
37.9,Female,88.39,1.953501527322095
18.11,Male,63.8,1.3454545454545457
40.92,Male,82.6,1.283898305084746
47.84,Female,66.39,1.25771953607471
50.0,Male,69.38,1.1785817238397234
35.04,Female,85.55,0.7677381648158973
56.93,Female,83.27,0.9508826708298308
54.14,Female,78.98,1.2139782223347682
26.25,Female,85.27,1.1840037527852705
51.88,Female,85.03,1.1919322592026342
36.04,Male,90.32,1.0643268379096549
53.83,Male,85.32,1.2725035161744025
54.62,Male,76.23,1.258034894398531
21.18,Female,93.6,1.0841880341880343
22.81,Male,114.94,0.940055681224987
28.97,Female,88.59,1.279264025285021
52.81,Male,68.47,1.391704396085877
24.81,Female,77.56,1.1691593604951007
18.0,Male,125.73,0.9406665075956414
43.74,Male,124.29,0.8112478880038618
58.74,Female,96.9,1.1311661506707946
40.86,Female,82.84,1.1314582327378078
50.09,Male,81.25,1.0440615384615384
18.75,Male,86.24,1.4589517625231911
34.87,Female,102.7,0.940506329113924
40.84,Male,76.24,1.5306925498426025
18.0,Male,125.12,0.9464514066496164
46.78,Female,80.33,1.265778663015063
19.02,Female,94.91,1.2553998524918344
29.04,Female,120.55,0.7145582745748652
35.88,Female,109.91,1.11891547629879
50.16,Male,70.02,1.3847472150814053
27.94,Male,80.5,1.0431055900621118
55.93,Female,107.23,1.1167583698591812
48.43,Male,105.51,0.953558904369254
51.01,Male,61.63,1.3217588836605547
51.08,Male,69.82,1.0396734460040105
22.2,Male,107.28,1.08668903803132
41.84,Male,77.24,1.0099689280165718
29.68,Male,122.84,0.7829697167046565
50.31,Female,95.39,0.9164482650172974
25.06,Female,103.96,0.767602924201616
38.22,Female,90.7,0.984785005512679
23.22,Male,120.94,0.9202910534149163
25.95,Female,86.79,1.4541997926028345
30.85,Female,63.27,1.6750434645171488
35.12,Female,64.42,1.7390561937286555
38.13,Male,68.99,1.6196550224670243
40.86,Female,66.67,1.6559172041397932
27.58,Female,103.04,0.6212150621118012
51.71,Female,104.25,1.1113669064748202
43.92,Male,60.76,1.8316326530612248
55.94,Male,107.8,1.1056586270871984
24.54,Male,60.28,1.6050099535500997
47.13,Male,127.59,0.7571126263813778
36.29,Male,109.83,1.1113539105890922
55.86,Female,89.1,0.8768799102132435
24.75,Female,81.96,0.9522938018545632
37.31,Female,123.77,0.7120465379332633
36.23,Female,69.74,1.4784915400057357
27.07,Male,104.99,1.1558243642251642
28.16,Female,65.64,1.4087446678854356
28.76,Male,88.26,1.7438250623158849
40.0,Male,76.91,1.44714601482252
27.29,Female,69.17,1.8260806708110453
56.68,Male,126.64,0.9319330385344282
36.44,Female,69.56,1.4711040828062103
42.88,Female,61.09,2.248813226387297
24.92,Female,63.78,1.905142677955472
50.07,Female,102.11,1.2207423366957204
49.99,Male,89.58,0.9211877651261442
22.88,Female,86.93,0.9365006326929712
41.04,Male,61.71,1.0202560362988171
41.18,Female,64.15,1.0466095089633671
32.48,Male,85.69,0.9384992414517448
56.81,Male,75.3,0.9621513944223108
33.79,Female,74.99,2.140285371382851
41.18,Male,66.21,1.6870563359009214
19.03,Female,72.78,0.9135751580104424
22.59,Female,61.28,1.4361945169712795
21.69,Male,63.17,1.5931613107487732
31.14,Male,89.71,1.500613086612418
30.95,Male,63.83,2.111076296412345
22.35,Male,78.44,1.1629270780214176
37.07,Female,75.89,1.222954275925682
54.83,Female,128.03,0.6927282668124658
56.94,Male,112.54,0.6083170428292162
58.53,Male,65.49,1.4870972667582838
33.98,Male,63.83,1.312078959736801
46.04,Male,62.9,1.6279809220985693
58.21,Male,108.85,1.1213596692696373
18.96,Male,89.77,1.1243177007909102
18.0,Female,65.23,1.4698758240073584
32.02,Female,65.03,1.505766569275719
22.79,Female,108.74,0.7165716387713813
59.02,Female,96.68,1.141704592470004
43.72,Female,89.95,1.4321289605336296
31.93,Female,97.37,1.1326897401663758
19.08,Female,64.33,1.8563656147986944
52.0,Female,85.37,1.2880402951856622
49.88,Male,91.12,1.1333406496927128
39.09,Male,62.22,2.660559305689489
26.86,Female,103.95,1.1746993746993746
36.95,Male,73.3,1.6369713506139154
35.62,Male,90.31,1.0541468275938437
40.73,Male,82.3,1.1354799513973268
54.21,Female,83.32,2.2241958713394143
46.57,Female,97.97,0.9633561294273756
33.92,Male,66.46,0.9992476677700872
58.22,Female,74.74,1.0121755418785123
33.98,Female,87.58,1.1165791276547157
32.94,Female,77.83,1.7856867531800076
50.05,Male,70.46,1.6782571671870563
21.8,Male,71.55,1.818029350104822
29.88,Female,77.9,1.4657252888318355
24.47,Male,66.57,1.637975063842572
29.99,Female,60.22,1.3166722019262704
45.75,Female,66.61,1.4026422459090229
28.19,Male,63.14,1.3918276845106112
54.9,Female,70.4,1.0208806818181817
58.85,Female,126.19,0.7546556779459546
25.45,Male,73.96,0.9468631692806924
49.1,Male,79.38,0.9919375157470396
55.14,Male,76.41,1.346682371417354
39.76,Male,87.47,0.7005830570481308
30.17,Male,91.36,1.224168126094571
35.83,Female,109.85,0.7799726900318618
24.94,Male,73.98,0.9470127061367936
23.08,Male,79.34,1.138139652130073
21.13,Male,96.42,0.81176104542626
54.88,Male,130.16,0.7708973570989551
50.11,Male,67.72,1.7085056113408152
20.24,Male,76.26,2.084054550222921
35.98,Male,69.16,1.4791787160208214
56.97,Male,121.92,0.6436187664041995
23.21,Male,87.14,0.9277025476245124
53.69,Male,64.21,1.373773555520947
55.37,Female,86.86,1.1759152659451992
33.93,Female,69.22,1.568910719445247
29.93,Female,68.16,1.1898474178403755
39.7,Female,70.22,1.607946454001709
39.48,Male,79.92,1.1854354354354353
46.21,Male,103.64,0.6301620995754535
54.63,Female,63.41,0.9649897492509067
25.48,Male,127.49,0.9240724762726488
54.15,Male,75.32,1.266595857673925
18.0,Female,66.96,1.2023596176821985
40.68,Female,76.34,1.526591564055541
32.46,Male,68.16,1.45818661971831
46.87,Male,84.83,1.174230814570317
18.06,Female,65.76,1.4003953771289537
27.95,Male,108.06,0.82278363871923
30.67,Female,64.18,1.658148956061078
29.23,Female,68.79,1.3650239860444833
34.48,Male,92.15,0.7267498643516006
31.5,Male,84.01,0.8782287822878229
44.1,Female,65.22,1.2417969947868752
42.09,Female,79.27,1.6223035196165003
46.01,Female,66.68,1.3920215956808637
45.16,Female,88.68,0.7938655841226884
58.91,Female,74.49,1.822258021210901
54.36,Female,63.51,1.9083608880491263
39.09,Male,85.98,1.164340544312631
55.3,Female,63.6,1.8738993710691825
45.33,Female,118.26,0.819634703196347
32.0,Female,61.28,1.318374673629243
48.81,Female,105.81,0.961723844627162
44.13,Female,65.16,1.2506138735420502
48.88,Female,61.14,1.284429178933595
58.66,Male,126.9,0.7469661150512215
49.92,Male,89.62,0.914304842669047
59.01,Male,126.29,0.7554042283632908
49.95,Male,85.72,1.7825478301446571
47.92,Female,83.63,1.1074973095779028
21.93,Female,78.73,0.9927600660485202
24.11,Female,69.84,1.6234249713631157
22.89,Male,68.41,1.8931442771524631
19.91,Male,76.28,1.0507341373885686
33.32,Female,113.5,0.851101321585903
45.58,Male,94.42,0.8368989620843041
56.07,Male,88.3,1.292638731596829
43.21,Male,64.89,2.065803667745416
18.0,Male,87.97,0.938047061498238
59.32,Male,65.2,1.2292944785276074
50.98,Male,63.82,1.2505484174240051
34.99,Male,69.53,1.7192578742988638
55.99,Female,125.77,0.7639341655402719
19.34,Male,98.67,1.0211817168338908
51.29,Male,70.97,1.0040862336198395
18.68,Male,86.43,1.4562073354159435
29.78,Male,108.29,1.1013020592852525
33.8,Male,74.17,1.5175947148442763
47.65,Male,79.46,0.918323684872892
42.17,Female,69.99,1.500500071438777
46.75,Male,66.36,1.789180229053647
45.22,Male,66.15,1.6408163265306122
18.0,Male,125.7,0.9417661097852028
40.96,Female,76.46,1.5343970703635887
18.0,Female,69.67,1.1937706329840678
20.76,Male,72.45,1.7039337474120082
49.01,Male,81.42,0.9107098992876445
52.12,Male,68.12,1.3358778625954195
26.04,Male,61.66,2.0497891663963674
45.01,Male,92.96,1.0516351118760758
41.95,Female,63.7,1.3623233908948194
22.84,Male,82.58,1.061516105594575
48.67,Female,105.07,0.9678309698296376
41.7,Male,74.13,1.1037366788075005
55.7,Male,88.98,0.8761519442571363
26.06,Female,127.68,0.930372807017544
21.53,Male,101.79,0.9194419884075056
40.88,Female,71.41,1.5220557344909678
19.03,Male,72.32,1.0629148230088497
51.77,Female,64.92,1.3043746149106594
39.3,Male,105.35,0.6932130991931656
34.29,Female,65.61,1.2758725803993294
53.32,Male,105.67,0.6489069745433897
51.25,Male,88.01,1.268946710601068
19.27,Male,72.37,1.046428077932845
49.78,Male,80.6,1.0509925558312656
40.77,Female,93.99,1.152250239387169
52.14,Female,82.05,1.083363802559415
50.06,Male,63.82,2.0695706675023504
36.74,Male,71.39,1.4025773917915674
20.9,Male,110.56,0.7511758321273516
42.76,Male,102.11,0.9099010870629712
39.69,Male,106.72,0.9132308845577212
30.99,Female,79.15,1.52293114339861
30.26,Female,120.98,0.7956687055711688
28.05,Male,127.85,0.5275713727023856
34.87,Female,69.81,1.7189514396218306
41.04,Male,74.24,1.3894127155172415
54.96,Female,87.5,0.8091428571428572
41.08,Female,70.78,1.0484600169539418
44.12,Female,65.43,1.244077640226196
42.88,Female,110.2,1.0211433756805808
29.86,Female,121.25,0.7931546391752577
18.0,Male,71.76,1.266164994425864
56.79,Female,81.27,1.119970468807678
52.27,Female,85.68,1.5735294117647056
27.11,Female,104.14,1.1702515844056078
31.7,Female,97.22,1.1296029623534252
38.11,Female,80.71,1.021930367984141
46.13,Female,61.31,1.5359647692056762
52.05,Male,62.08,2.345360824742268
27.98,Female,122.02,1.0457302081625963
27.17,Female,71.09,1.1730201153467434
29.92,Female,120.8,0.7960264900662252
50.89,Male,115.03,0.9680083456489612
36.64,Female,73.56,1.64178901576944
56.06,Female,93.81,0.8616352201257861
43.86,Male,77.71,1.0944537382576245
43.72,Male,61.74,1.533365727243278
58.22,Female,74.48,1.012486573576799
42.87,Female,112.7,1.0263531499556344
29.22,Female,86.61,0.8989724050340607
54.87,Male,87.9,0.8043230944254834
21.78,Female,102.68,0.9172185430463576
55.81,Female,66.95,1.5263629574309183
33.99,Male,67.95,2.517586460632818
22.28,Male,63.13,1.607635038808807
55.24,Male,130.77,0.7721189875353673
38.8,Female,62.77,2.651744463915883
21.47,Male,70.97,1.2161476680287446
21.15,Female,93.9,1.092332268370607
20.27,Female,82.85,0.987929993964997
58.78,Female,96.25,1.1481558441558442
26.27,Female,86.33,1.170508513842233
43.07,Male,96.39,1.0486564996368917
45.09,Female,89.53,1.26817826426896
21.25,Female,93.01,1.10342973873777
48.93,Male,70.07,1.4999286427857856
51.83,Female,65.42,1.523845918679303
29.7,Female,108.76,1.086888561971313
58.16,Female,110.01,1.4584128715571312
57.14,Female,64.18,1.2782798379557494
58.94,Male,70.67,1.509409933493703
35.26,Female,102.28,1.004106374657802
47.98,Female,86.39,1.6066674383609216
50.9,Female,109.91,0.6510781548539715
21.67,Male,118.22,0.8271866012519032
54.3,Male,125.58,0.8219461697722568
31.87,Male,108.15,1.4612112806287565
29.21,Female,71.54,1.7060385798154876
33.7,Male,101.93,0.9062101442166192
41.01,Female,121.93,0.6521774788813253
18.0,Male,64.36,1.4297700435052827
31.89,Male,76.89,0.8318376902067889
57.74,Male,66.3,1.3597285067873304
48.67,Male,78.31,1.0037032307495848
53.68,Female,83.46,2.209441648693985
49.17,Female,105.68,0.9600681302043904
57.2,Female,96.27,0.8526020567154877
54.11,Male,72.11,1.457634170018028
50.21,Female,71.37,1.6722712624351967
47.25,Male,79.83,1.287110108981586
30.18,Male,101.65,0.7551401869158879
43.22,Male,112.33,1.0266180005341403
34.83,Female,62.46,1.5886967659301954
27.97,Female,78.83,0.93238614740581
45.41,Female,81.42,1.497175141242938
44.72,Female,85.28,1.2006332082551594
23.27,Male,64.73,1.188938668314537
22.2,Male,117.55,0.8442364951084644
40.68,Male,65.63,1.2768550967545331
19.36,Female,110.21,0.7948462027039288
52.36,Male,62.62,1.151069945704248
20.81,Male,88.13,1.35629184159764
24.8,Male,74.65,0.9411922304085734
37.14,Female,87.68,1.213389598540146
31.34,Female,64.06,1.4413050265376208
36.36,Male,83.71,1.1753673396248956
45.95,Male,88.46,1.0767578566583766
52.35,Female,70.55,1.7306874557051737
48.07,Male,73.16,1.3355658829961727
28.11,Male,63.16,1.3818872704243192
49.94,Male,66.26,1.51629942650166
37.41,Female,70.24,1.46497722095672
44.02,Female,95.06,1.2511045655375552
30.0,Female,67.92,1.2121613663133095
49.94,Male,73.16,1.0593220338983051
26.84,Male,107.5,0.9191627906976744
57.11,Male,63.63,1.301115825868301
40.03,Female,72.57,0.9884249689954528
29.01,Male,68.72,1.1901920838183937
57.82,Male,66.04,1.3611447607510598
41.78,Female,73.02,1.076417419884963
48.9,Female,81.33,0.9066765031353744
20.99,Male,76.58,1.4177330895795246
53.32,Female,73.61,1.506996332020106
25.25,Female,104.95,0.7597903763696998
21.97,Female,102.59,0.8996978262988595
53.21,Male,61.54,1.5004874878128047
38.65,Male,127.29,0.8021054285489826
23.86,Female,72.54,1.19520264681555
25.06,Male,81.38,1.1950110592283116
24.67,Male,65.8,1.743161094224924
35.12,Male,100.15,0.7058412381427858
55.95,Male,63.97,1.9199624824136312
50.18,Female,61.05,1.6342342342342342
57.13,Female,96.17,0.8508890506394925
22.39,Female,71.96,1.1935797665369652
26.96,Female,89.33,0.9196238665621852
57.31,Male,111.88,0.5983196281730425
28.23,Male,73.12,1.1645240700218815
31.45,Female,79.0,1.530253164556962
56.87,Male,122.12,0.6451850638716017
37.77,Female,61.4,1.2724755700325732
55.31,Male,71.74,1.214664064678004
40.72,Male,95.09,1.5021558523504048
41.98,Male,70.58,1.4788892037404364
47.73,Male,72.59,1.267943242870919
30.73,Male,86.04,1.3043933054393304
32.04,Male,62.17,1.4059835933730094
28.16,Female,85.29,0.786258646969164
41.05,Female,77.91,1.2850725195738677
38.49,Female,123.19,0.7503855832453933
22.99,Male,66.65,1.9353338334583643
50.25,Male,70.73,1.689806305669447
24.67,Female,81.74,1.1920724247614387
18.0,Male,65.21,1.4660328170525994
58.13,Male,75.43,0.8097573909585045
48.67,Female,106.17,0.9551662428181218
31.72,Male,105.99,0.8194169261251061
42.83,Male,96.19,1.054683439026926
57.16,Female,96.48,1.3595563847429517
22.64,Female,108.01,0.7106749375057865
31.27,Male,66.57,1.1348955986179965
31.99,Female,67.32,1.4732620320855618
21.27,Female,95.98,0.8030839758282975
22.27,Female,89.2,1.7897982062780269
51.01,Male,63.47,1.3196785883094375
30.12,Male,90.57,1.1085348349343052
24.9,Male,63.17,1.7617539971505465
51.73,Male,63.14,1.1333544504276212
34.92,Male,65.5,1.6248854961832062
42.91,Female,95.15,1.0899632159747763
41.8,Female,88.35,1.0261460101867572
38.07,Male,88.11,1.9525593008739075
28.56,Female,67.43,0.9857630134954768
41.85,Male,64.73,1.8682218445852
18.85,Female,63.73,1.4784246037972697
49.88,Male,72.94,1.0603235536057034
47.14,Male,84.55,1.1685393258426966
56.33,Female,93.57,0.8656620711766593
18.0,Male,91.9,1.2291621327529922
53.83,Male,78.7,1.215756035578145
52.08,Female,70.24,1.738468109339408
48.0,Female,67.51,1.5766553103243963
39.6,Female,80.49,1.178655733631507
56.07,Female,90.39,1.1990264409779845
31.02,Male,86.34,1.309242529534399
29.26,Female,125.66,0.6093426706987107
25.2,Male,81.44,0.961444007858546
23.45,Female,107.84,1.1370548961424332
42.29,Male,88.78,1.0280468574003154
30.2,Female,64.01,1.2663646305264802
38.06,Male,71.4,1.179971988795518
30.67,Female,61.15,1.2019623875715455
58.01,Female,66.36,1.3698010849909583
52.97,Female,104.65,0.6601051122790252
19.73,Male,76.36,1.0627291775798848
30.04,Female,91.43,1.226840205621787
42.98,Female,70.6,1.5304532577903684
27.97,Male,63.14,1.509344314222363
41.93,Female,98.24,0.941571661237785
43.79,Male,86.75,1.4059942363112392
22.0,Female,98.52,1.055217214778725
56.9,Male,76.65,1.0870189171559033
54.1,Male,70.13,1.4818194781120777
37.53,Male,72.92,1.7683763027975865
32.79,Female,78.35,0.9031269942565412
37.18,Female,76.68,0.9872196139801772
27.15,Female,71.22,1.1595057568098848
43.97,Male,71.22,2.060797528784049
22.33,Female,70.61,1.8512958504461128
54.04,Male,84.04,2.1977629700142787
39.85,Female,81.63,1.18020335660909
21.94,Male,71.31,1.3710559528817836
19.03,Female,71.66,1.075076751325705
22.67,Female,71.84,1.5721046770601337
59.28,Female,96.51,1.1319034296964043
40.0,Female,87.63,0.6938263151888623
22.84,Male,121.61,0.9178521503165858
21.11,Male,88.75,1.3464788732394366
39.9,Female,80.3,1.1737235367372354
20.27,Female,118.09,0.7381658057413837
28.58,Male,84.75,2.0312684365781712
31.05,Male,76.44,1.632391418105704
33.98,Male,111.52,0.8404770444763272
58.0,Female,74.86,1.0020037403152553
44.91,Male,85.21,1.1912921018659783
38.75,Female,105.5,0.6911848341232227
30.96,Male,61.24,1.6993794905290658
48.81,Female,62.52,1.7455214331413946
35.29,Male,127.36,0.9328674623115578
44.67,Female,89.4,0.7725950782997761
50.12,Female,95.34,0.9355989091671912
42.41,Female,95.8,1.0473903966597078
56.24,Female,88.67,0.9949250028194428
21.97,Female,110.24,1.1825108853410742
53.11,Female,125.22,0.5613320555821755
28.06,Male,76.11,0.9448167126527394
56.06,Female,69.43,1.804119256805416
23.23,Male,60.08,1.4791944074567245
48.26,Female,70.9,0.9861777150916784
31.57,Male,83.81,0.8761484309748241
18.78,Male,111.0,0.5542342342342342
40.05,Male,63.67,1.617716349929323
35.44,Male,122.19,0.6787789508143056
18.0,Male,65.12,1.4852579852579852
25.16,Male,65.6,1.7621951219512195
54.69,Female,86.08,1.1794842007434945
53.89,Male,67.54,2.311074918566775
20.06,Male,75.99,2.0822476641663377
58.79,Female,126.25,0.7551683168316832
18.18,Female,125.5,0.9465338645418327
30.24,Male,112.84,0.8164657922722438
34.96,Male,96.6,1.0938923395445137
41.17,Female,74.14,1.3871054761262476
29.11,Male,86.13,0.7762684314408452
25.15,Female,81.29,0.9635871570918932
18.0,Female,83.23,0.9428090832632464
53.83,Male,86.5,1.2117919075144508
53.03,Male,67.22,1.486908658137459
49.83,Female,90.01,0.9125652705254972
27.48,Male,121.73,1.0483036227717075
40.63,Male,66.25,1.125433962264151
19.09,Female,95.52,1.2426716917922949
37.88,Female,91.27,0.9800591651144956
43.43,Female,112.75,1.02509977827051
30.98,Female,66.67,1.1558422078896056
26.16,Male,71.94,1.6028634973589102
46.02,Female,60.26,2.0688682376369067
38.97,Male,104.87,0.7006770287022027
53.22,Male,72.7,1.5477303988995872
18.0,Male,118.41,0.688962080905329
49.52,Male,62.26,1.7381946675232895
18.0,Male,87.32,0.9470911589555658
53.82,Female,117.0,1.0427350427350428
55.74,Female,90.2,1.2023281596452329
29.86,Female,64.03,1.2564422926753085
52.85,Male,72.93,1.5428493075551897
26.25,Female,64.44,1.2513966480446927
26.24,Male,86.13,1.1873911529083945
53.17,Male,105.67,0.6466357528153686
19.06,Female,99.64,1.0081292653552791
24.37,Male,87.77,1.3706277771448103
36.14,Female,96.04,1.3035193669304457
37.79,Male,91.25,0.988931506849315
40.12,Male,72.94,1.0777351247600768
33.82,Male,66.78,1.0200658879904163
51.81,Male,63.88,1.2118033813400124
42.0,Female,97.89,0.9404433547859844
56.43,Female,107.54,1.1108424772177794
56.11,Female,130.04,0.90841279606275
56.78,Male,82.7,1.2642079806529625
34.36,Female,75.26,1.5934095136858888
57.08,Male,82.91,1.2645036786877335
26.87,Female,76.84,2.1881832378969284
31.71,Female,83.6,0.8888755980861245
57.6,Male,78.17,0.957016758347192
22.85,Male,70.97,1.5991263914329998
26.22,Male,71.24,1.2188377316114545
40.89,Female,64.42,1.0302701024526546
29.99,Female,91.08,1.2345191040843215
25.05,Male,81.74,1.1914607291411794
26.19,Female,112.22,0.6433790768134022
37.71,Male,81.67,1.0042855393657402
51.69,Female,70.58,1.181354491357325
52.09,Female,65.03,1.537751806858373
55.05,Male,79.65,1.4986817325800377
40.63,Female,65.26,1.7805700275819796
48.64,Male,61.22,1.2977785037569425
20.84,Female,88.23,1.3469341493822962
51.47,Male,63.54,1.26109537299339
30.86,Female,61.37,1.1955352778230406
41.07,Male,62.77,0.9858212521905368
53.89,Female,78.74,1.2115824231648464
44.13,Male,65.6,1.2501524390243903
43.12,Male,73.2,1.826775956284153
56.84,Male,127.5,0.935529411764706
49.24,Female,70.09,1.169068340704808
37.56,Female,61.45,1.4577705451586656
31.17,Male,74.91,1.445334401281538
44.33,Female,82.37,1.826150297438388
48.09,Male,86.7,1.6011534025374854
32.97,Female,102.54,1.128730251609128
24.99,Male,62.91,1.7539341917024325
19.79,Male,124.44,0.8990678238508518
47.19,Female,84.98,1.1822781831019062
58.01,Male,65.73,1.360261676555606
51.48,Male,70.82,1.018921208698108
51.74,Male,79.99,0.901112639079885
36.6,Female,124.3,0.7052292839903459
39.63,Male,63.41,2.3031067654944013
51.38,Male,77.57,1.0626530875338407
19.85,Female,101.26,1.0316018171044834
48.93,Male,81.28,1.593503937007874
31.41,Male,75.19,1.4536507514297117
19.97,Male,120.32,1.0965757978723405
53.72,Female,71.69,1.31845445668852
24.91,Female,66.58,1.6308200660859118
45.09,Female,89.6,1.2649553571428571
54.84,Male,63.36,1.8907828282828285
54.15,Female,67.25,1.5045353159851302
34.91,Male,63.42,1.5252286345001578
58.91,Male,85.46,1.000351041422888
22.79,Female,83.96,0.837779895188185
52.2,Male,60.84,2.2758053911900067
51.21,Female,63.39,1.2738602303202398
58.94,Male,75.98,1.596867596735983
45.05,Male,74.13,1.3667880750033723
21.92,Female,117.71,0.8402004927363861
40.95,Male,65.82,1.2652689152233365
56.01,Male,69.75,1.7879569892473115
22.36,Female,71.5,1.825874125874126
32.98,Male,77.92,1.794789527720739
22.48,Male,116.89,1.0045341774317735
59.2,Male,96.09,1.1440316370069727
47.07,Male,73.37,0.9503884421425652
55.16,Male,76.0,1.3523684210526317
53.36,Female,67.94,1.4577568442743598
56.86,Female,80.95,1.1288449660284126
38.63,Female,68.31,1.8650270824183868
57.45,Female,60.23,1.5645027394985889
58.89,Female,89.55,1.1112227805695143
19.49,Male,124.8,0.8896634615384615
47.82,Female,68.45,1.5344046749452154
58.92,Female,123.2,0.9538149350649352
35.78,Female,95.15,1.319285338938518
22.83,Female,115.3,0.9372940156114484
52.88,Female,66.87,1.5109914759982055
46.95,Male,73.67,0.9655219220849734
33.88,Female,76.13,1.576513857874688
46.03,Male,66.14,1.4216812821288176
42.98,Male,109.0,0.9505504587155964
20.14,Male,92.14,1.175493813761667
49.54,Female,101.99,1.228453769977449
52.18,Male,71.23,1.7172539660255508
24.87,Male,123.11,0.7519291690358215
21.78,Female,78.18,0.9932207725761064
40.58,Male,120.86,0.6658116829389376
21.99,Female,71.7,1.221199442119944
22.23,Female,70.58,1.381977897421366
46.85,Female,65.76,1.798661800486618
45.9,Male,62.38,1.6428342417441488
26.07,Female,112.0,0.6422321428571429
26.05,Female,62.43,2.0336376741950986
20.85,Male,94.17,1.081979398959329
21.07,Male,66.89,1.3934818358499028
51.82,Male,63.8,1.1976489028213166
34.97,Female,126.63,0.9406143883755824
46.09,Male,60.92,1.1723571897570584
18.0,Female,87.8,0.9383826879271072
56.73,Male,85.86,0.9266247379454928
23.51,Female,64.88,1.2960850801479655
22.14,Female,106.8,0.7806179775280899
42.92,Male,65.24,2.057480073574494
22.42,Female,102.15,0.918942731277533
30.76,Male,80.05,1.5133041848844473
51.07,Female,88.78,1.262897048884884
20.13,Male,74.08,1.3797246220302375
53.58,Male,75.09,1.2699427353842057
27.95,Male,71.07,1.308146897425074
25.97,Male,127.57,0.9263933526691228
50.77,Male,115.38,0.9622984919396776
28.75,Male,81.12,1.1868836291913214
32.94,Female,73.54,0.9742997008430786
26.93,Male,102.19,0.635776494764654
47.15,Female,73.88,0.9476177585273418
34.96,Female,77.93,2.257410496599512
18.0,Male,64.57,1.2674616695059626
48.39,Male,115.05,0.9739243807040416
56.85,Female,81.52,1.1231599607458294
21.9,Female,61.13,1.9856044495337803
30.09,Male,121.72,0.7903384817614196
51.17,Female,77.19,1.0660707345511078
37.71,Female,70.79,1.8172058200310768
21.11,Female,87.74,1.3691588785046729
24.96,Male,64.71,1.8800803585226395
31.25,Male,63.93,1.6647896136399187
51.99,Male,80.28,0.8908819133034379
52.73,Male,83.03,0.8256052029386968
30.37,Female,70.22,1.3855027057818283
27.64,Female,121.76,1.051741130091984
